Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Wed, Dec 20",4:00am,USD,Low Impact Expected,TIC Long-Term Purchases,3.3B,37.8B,0.9B
"Wed, Dec 20",6:00am,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,
"Wed, Dec 20",6:30am,AUD,Low Impact Expected,MI Leading Index m/m,0.1%,0.0%,
"Wed, Dec 20",6:50am,JPY,Low Impact Expected,Trade Balance,-0.41T,-0.76T,-0.50T
"Wed, Dec 20",8:15am,CNY,Medium Impact Expected,1-y Loan Prime Rate,3.45%,3.45%,3.45%
"Wed, Dec 20",8:15am,CNY,Medium Impact Expected,5-y Loan Prime Rate,4.20%,4.20%,4.20%
"Wed, Dec 20",2:00pm,EUR,Low Impact Expected,German GfK Consumer Climate,-25.1,-26.9,-27.6
"Wed, Dec 20",2:00pm,EUR,Low Impact Expected,German PPI m/m,-0.5%,-0.3%,-0.1%
"Wed, Dec 20",2:00pm,GBP,High Impact Expected,CPI y/y,3.9%,4.3%,4.6%
"Wed, Dec 20",2:00pm,GBP,Low Impact Expected,Core CPI y/y,5.1%,5.6%,5.7%
"Wed, Dec 20",2:00pm,GBP,Low Impact Expected,PPI Input m/m,-0.3%,-0.6%,0.5%
"Wed, Dec 20",2:00pm,GBP,Low Impact Expected,PPI Output m/m,-0.1%,-0.1%,0.3%
"Wed, Dec 20",2:00pm,GBP,Low Impact Expected,RPI y/y,5.3%,5.6%,6.1%
"Wed, Dec 20",4:00pm,EUR,Low Impact Expected,Current Account,33.8B,27.0B,31.2B
"Wed, Dec 20",4:30pm,GBP,Low Impact Expected,HPI y/y,-1.2%,0.0%,-0.6%
"Wed, Dec 20",8:30pm,USD,Low Impact Expected,Current Account,-200B,-197B,-217B
"Wed, Dec 20",9:00pm,CHF,Low Impact Expected,SNB Quarterly Bulletin,,,
"Wed, Dec 20",9:00pm,CNY,Low Impact Expected,CB Leading Index m/m,-0.3%,-0.2%,
"Wed, Dec 20",10:00pm,EUR,Low Impact Expected,Consumer Confidence,-15,-16,-17
"Wed, Dec 20",10:00pm,USD,High Impact Expected,CB Consumer Confidence,110.7,104.6,101.0
"Wed, Dec 20",10:00pm,USD,Medium Impact Expected,Existing Home Sales,3.82M,3.77M,3.79M
"Wed, Dec 20",10:30pm,USD,Low Impact Expected,Crude Oil Inventories,2.9M,-2.3M,-4.3M
"Thu, Dec 21",12:00am,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,
"Thu, Dec 21",1:30am,CAD,Low Impact Expected,BOC Summary of Deliberations,,,
"Thu, Dec 21",9:04am,NZD,Low Impact Expected,Credit Card Spending y/y,3.3%,-2.8%,
"Thu, Dec 21",2:00pm,GBP,Low Impact Expected,Public Sector Net Borrowing,13.4B,12.8B,15.1B
"Thu, Dec 21",3:42pm,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,-10.0%,-9.4%,
"Thu, Dec 21",6:00pm,GBP,Low Impact Expected,CBI Realized Sales,-32,-13,-11
"Thu, Dec 21",8:30pm,CAD,Medium Impact Expected,Core Retail Sales m/m,0.6%,0.5%,0.1%
"Thu, Dec 21",8:30pm,CAD,Medium Impact Expected,Retail Sales m/m,0.7%,0.8%,0.5%
"Thu, Dec 21",8:30pm,USD,High Impact Expected,Final GDP q/q,4.9%,5.2%,5.2%
"Thu, Dec 21",8:30pm,USD,High Impact Expected,Unemployment Claims,205K,214K,203K
"Thu, Dec 21",8:30pm,USD,Medium Impact Expected,Final GDP Price Index q/q,3.3%,3.6%,3.6%
"Thu, Dec 21",8:30pm,USD,Medium Impact Expected,Philly Fed Manufacturing Index,-10.5,-3.3,-5.9
"Thu, Dec 21",10:00pm,USD,Low Impact Expected,CB Leading Index m/m,-0.5%,-0.5%,-1.0%
"Thu, Dec 21",10:30pm,USD,Low Impact Expected,Natural Gas Storage,-87B,-82B,-55B
"Fri, Dec 22",6:30am,JPY,Low Impact Expected,National Core CPI y/y,2.5%,2.5%,2.9%
"Fri, Dec 22",6:50am,JPY,Low Impact Expected,Monetary Policy Meeting Minutes,,,
"Fri, Dec 22",7:30am,AUD,Low Impact Expected,Private Sector Credit m/m,0.4%,0.4%,0.3%
"Fri, Dec 22",2:00pm,EUR,Low Impact Expected,German Import Prices m/m,-0.1%,-0.4%,0.3%
"Fri, Dec 22",2:00pm,GBP,High Impact Expected,Retail Sales m/m,1.3%,0.4%,0.0%
"Fri, Dec 22",2:00pm,GBP,Low Impact Expected,Current Account,-17.2B,-13.1B,-24.0B
"Fri, Dec 22",2:00pm,GBP,Low Impact Expected,Final GDP q/q,-0.1%,0.0%,0.0%
"Fri, Dec 22",2:00pm,GBP,Low Impact Expected,Revised Business Investment q/q,-3.2%,-4.2%,-4.2%
"Fri, Dec 22",8:30pm,CAD,High Impact Expected,GDP m/m,0.0%,0.2%,0.0%
"Fri, Dec 22",8:30pm,USD,High Impact Expected,Core PCE Price Index m/m,0.1%,0.2%,0.1%
"Fri, Dec 22",8:30pm,USD,Medium Impact Expected,Core Durable Goods Orders m/m,0.5%,0.1%,-0.3%
"Fri, Dec 22",8:30pm,USD,Medium Impact Expected,Durable Goods Orders m/m,5.4%,2.4%,-5.1%
"Fri, Dec 22",8:30pm,USD,Low Impact Expected,Personal Income m/m,0.4%,0.4%,0.3%
"Fri, Dec 22",8:30pm,USD,Low Impact Expected,Personal Spending m/m,0.2%,0.3%,0.1%
"Fri, Dec 22",8:59pm,EUR,Low Impact Expected,Belgian NBB Business Climate,-12.7,-14.6,-15.0
"Fri, Dec 22",10:00pm,USD,High Impact Expected,Revised UoM Consumer Sentiment,69.7,69.4,69.4
"Fri, Dec 22",10:00pm,USD,Medium Impact Expected,New Home Sales,590K,689K,672K
"Fri, Dec 22",10:00pm,USD,Low Impact Expected,Revised UoM Inflation Expectations,3.1%,3.1%,
"Fri, Dec 22",10:30pm,AUD,Low Impact Expected,CB Leading Index m/m,-0.3%,-0.6%,
"Mon, Dec 25",All Day,NZD,Non-Economic,Bank Holiday,,,
"Mon, Dec 25",All Day,AUD,Non-Economic,Bank Holiday,,,
"Mon, Dec 25",11:00am,JPY,Medium Impact Expected,BOJ Gov Ueda Speaks,,,
"Mon, Dec 25",All Day,CHF,Non-Economic,Bank Holiday,,,
"Mon, Dec 25",All Day,EUR,Non-Economic,French Bank Holiday,,,
"Mon, Dec 25",All Day,EUR,Non-Economic,German Bank Holiday,,,
"Mon, Dec 25",All Day,EUR,Non-Economic,Italian Bank Holiday,,,
"Mon, Dec 25",All Day,GBP,Non-Economic,Bank Holiday,,,
"Mon, Dec 25",All Day,CAD,Non-Economic,Bank Holiday,,,
"Mon, Dec 25",All Day,USD,Non-Economic,Bank Holiday,,,
"Tue, Dec 26",All Day,NZD,Non-Economic,Bank Holiday,,,
"Tue, Dec 26",All Day,AUD,Non-Economic,Bank Holiday,,,
"Tue, Dec 26",6:30am,JPY,Low Impact Expected,Unemployment Rate,2.5%,2.5%,2.5%
"Tue, Dec 26",6:50am,JPY,Low Impact Expected,SPPI y/y,2.3%,2.4%,2.3%
"Tue, Dec 26",12:00pm,JPY,Low Impact Expected,BOJ Core CPI y/y,2.7%,3.0%,3.0%
"Tue, Dec 26",All Day,CHF,Non-Economic,Bank Holiday,,,
"Tue, Dec 26",All Day,EUR,Non-Economic,German Bank Holiday,,,
"Tue, Dec 26",All Day,EUR,Non-Economic,Italian Bank Holiday,,,
"Tue, Dec 26",All Day,GBP,Non-Economic,Bank Holiday,,,
"Tue, Dec 26",All Day,CAD,Non-Economic,Bank Holiday,,,
"Tue, Dec 26",9:00pm,USD,Low Impact Expected,HPI m/m,0.3%,0.5%,0.7%
"Tue, Dec 26",9:00pm,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,4.9%,5.0%,3.9%
"Wed, Dec 27",6:50am,JPY,Low Impact Expected,BOJ Summary of Opinions,,,
"Wed, Dec 27",12:00pm,JPY,Low Impact Expected,Housing Starts y/y,-8.5%,-4.2%,-6.3%
"Wed, Dec 27",4:00pm,CHF,Low Impact Expected,Credit Suisse Economic Expectations,-23.7,-29.6,
"Wed, Dec 27",9:59pm,USD,Medium Impact Expected,Richmond Manufacturing Index,-11,-4,-5
"Thu, Dec 28",6:50am,JPY,Low Impact Expected,Prelim Industrial Production m/m,-0.9%,-1.7%,1.3%
"Thu, Dec 28",6:50am,JPY,Low Impact Expected,Retail Sales y/y,5.3%,5.1%,4.1%
"Thu, Dec 28",8:30pm,USD,Medium Impact Expected,Unemployment Claims,218K,211K,206K
"Thu, Dec 28",8:30pm,USD,Low Impact Expected,Goods Trade Balance,-90.3B,-88.6B,-89.6B
"Thu, Dec 28",8:30pm,USD,Low Impact Expected,Prelim Wholesale Inventories m/m,-0.2%,-0.2%,-0.4%
"Thu, Dec 28",10:00pm,USD,Medium Impact Expected,Pending Home Sales m/m,0.0%,0.8%,-1.2%
"Thu, Dec 28",10:30pm,USD,Low Impact Expected,Natural Gas Storage,-87B,-80B,-87B
"Thu, Dec 28",11:00pm,USD,Low Impact Expected,Crude Oil Inventories,-7.1M,-2.7M,2.9M
"Fri, Dec 29",2:00pm,GBP,Low Impact Expected,Nationwide HPI m/m,0.0%,0.1%,0.2%
"Fri, Dec 29",3:00pm,CHF,Low Impact Expected,KOF Economic Barometer,97.8,96.9,97.2
"Fri, Dec 29",3:00pm,EUR,Medium Impact Expected,Spanish Flash CPI y/y,3.1%,3.2%,3.2%
"Fri, Dec 29",9:45pm,USD,Medium Impact Expected,Chicago PMI,46.9,50.1,55.8
"Sun, Dec 31",8:30am,CNY,Medium Impact Expected,Manufacturing PMI,49.0,49.6,49.4
"Sun, Dec 31",8:30am,CNY,Medium Impact Expected,Non-Manufacturing PMI,50.4,50.5,50.2
