Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Jul 26",9:30pm,USD,Low Impact Expected,Natural Gas Storage,71B,70B,65B
"Fri, Jul 27",5:45am,NZD,High Impact Expected,Trade Balance,-524M,-300M,11M
"Fri, Jul 27",6:30am,JPY,Medium Impact Expected,Tokyo Core CPI y/y,-0.1%,-0.1%,-0.1%
"Fri, Jul 27",6:30am,JPY,Low Impact Expected,National Core CPI y/y,-0.1%,-0.1%,-0.1%
"Fri, Jul 27",6:50am,JPY,Medium Impact Expected,Retail Sales y/y,-0.4%,0.5%,0.1%
"Fri, Jul 27",1:00pm,EUR,Low Impact Expected,German GfK Consumer Climate,8.7,8.5,8.5
"Fri, Jul 27",2:00pm,EUR,Low Impact Expected,Spanish Unemployment Rate,8.0%,8.2%,8.5%
"Fri, Jul 27",All Day,EUR,Medium Impact Expected,German Prelim CPI m/m,0.4%,0.4%,0.1%
"Fri, Jul 27",4:30pm,CHF,Medium Impact Expected,KOF Economic Barometer,2.13,2.00,2.08
"Fri, Jul 27",7:30pm,USD,High Impact Expected,Advance GDP q/q,3.4%,3.2%,0.7%
"Fri, Jul 27",7:30pm,USD,Medium Impact Expected,Advance GDP Price Index q/q,2.7%,3.4%,4.2%
"Fri, Jul 27",9:00pm,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,90.4,91.5,92.4
"Fri, Jul 27",9:00pm,USD,Low Impact Expected,Revised UoM Inflation Expectations,3.4%,3.3%,
"Sun, Jul 29",All Day,JPY,Low Impact Expected,Upper House Elections,,,
"Mon, Jul 30",5:45am,NZD,Medium Impact Expected,Building Consents m/m,15.8%,5.8%,
"Mon, Jul 30",6:50am,JPY,Medium Impact Expected,Prelim Industrial Production m/m,1.2%,0.8%,-0.3%
"Mon, Jul 30",8:30am,AUD,Medium Impact Expected,HIA New Home Sales m/m,-0.8%,-4.4%,
"Mon, Jul 30",8:30am,AUD,Low Impact Expected,NAB Quarterly Business Confidence,12,10,
"Mon, Jul 30",3:00pm,EUR,Low Impact Expected,Retail PMI,46.2,48.2,
"Mon, Jul 30",3:30pm,GBP,Low Impact Expected,Mortgage Approvals,114K,110K,114K
"Mon, Jul 30",3:30pm,GBP,Low Impact Expected,Net Lending to Individuals m/m,10.4B,9.5B,9.6B
"Mon, Jul 30",7:30pm,CAD,Medium Impact Expected,RMPI m/m,0.6%,-0.5%,-0.2%
"Mon, Jul 30",7:30pm,CAD,Low Impact Expected,IPPI m/m,-1.3%,-0.5%,-0.5%
"Tue, Jul 31",6:30am,JPY,Low Impact Expected,Final Manufacturing PMI,49.0,50.4,
"Tue, Jul 31",6:30am,JPY,Low Impact Expected,Household Spending y/y,0.1%,0.6%,0.4%
"Tue, Jul 31",6:30am,JPY,Low Impact Expected,Unemployment Rate,3.7%,3.8%,3.8%
"Tue, Jul 31",8:30am,AUD,High Impact Expected,Building Approvals m/m,7.5%,1.8%,-5.7%
"Tue, Jul 31",8:30am,AUD,Medium Impact Expected,Private Sector Credit m/m,1.8%,1.2%,1.3%
"Tue, Jul 31",8:30am,JPY,Low Impact Expected,Average Cash Earnings y/y,-1.1%,0.1%,-0.2%
"Tue, Jul 31",9:17am,NZD,Medium Impact Expected,ANZ Business Confidence,-39.0,-37.2,
"Tue, Jul 31",12:00pm,JPY,Low Impact Expected,Housing Starts y/y,6.0%,-3.5%,-10.7%
"Tue, Jul 31",1:00pm,EUR,Medium Impact Expected,German Retail Sales m/m,0.7%,1.5%,-2.5%
"Tue, Jul 31",2:53pm,EUR,Medium Impact Expected,German Unemployment Change,-50K,-50K,-47K
"Tue, Jul 31",3:00pm,CHF,Medium Impact Expected,UBS Consumption Indicator,2.31,2.10,
"Tue, Jul 31",4:00pm,EUR,Low Impact Expected,Consumer Confidence,-2,-2,-2
"Tue, Jul 31",4:00pm,EUR,Low Impact Expected,CPI Flash Estimate y/y,1.8%,2.0%,1.9%
"Tue, Jul 31",4:00pm,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.2%,0.2%,0.2%
"Tue, Jul 31",4:00pm,EUR,Low Impact Expected,Unemployment Rate,6.9%,6.9%,7.0%
"Tue, Jul 31",4:30pm,GBP,Low Impact Expected,GfK Consumer Confidence,-6,-3,-3
"Tue, Jul 31",5:00pm,GBP,Medium Impact Expected,CBI Realized Sales,18,16,17
"Tue, Jul 31",7:30pm,CAD,High Impact Expected,GDP m/m,0.3%,0.4%,0.0%
"Tue, Jul 31",7:30pm,USD,High Impact Expected,Core PCE Price Index m/m,0.1%,0.2%,0.1%
"Tue, Jul 31",7:30pm,USD,Medium Impact Expected,Employment Cost Index q/q,0.9%,1.0%,0.8%
"Tue, Jul 31",7:30pm,USD,Medium Impact Expected,Personal Spending m/m,0.1%,0.1%,0.6%
"Tue, Jul 31",7:30pm,USD,Low Impact Expected,Personal Income m/m,0.4%,0.5%,0.4%
"Tue, Jul 31",8:00pm,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,-2.8%,-2.9%,-2.1%
"Tue, Jul 31",8:45pm,USD,Medium Impact Expected,Chicago PMI,53.4,59.0,60.2
"Tue, Jul 31",9:00pm,USD,High Impact Expected,CB Consumer Confidence,112.6,105.0,105.3
"Tue, Jul 31",9:00pm,USD,Low Impact Expected,Construction Spending m/m,-0.3%,0.1%,1.1%
