Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Sep 25",6:50am,JPY,Low Impact Expected,SPPI y/y,1.0%,1.6%,1.4%
"Tue, Sep 25",All Day,CNY,Non-Economic,Bank Holiday,,,
"Tue, Sep 25",8:00am,AUD,Medium Impact Expected,RBA Deputy Gov Battellino Speaks,,,
"Tue, Sep 25",1:00pm,EUR,Low Impact Expected,German Import Prices m/m,-0.7%,0.0%,0.3%
,Jul Data,EUR,Low Impact Expected,French Consumer Spending m/m,1.0%,0.3%,0.9%
"Tue, Sep 25",1:45pm,EUR,Low Impact Expected,French Consumer Spending m/m,0.9%,0.2%,1.6%
"Tue, Sep 25",3:00pm,CHF,Medium Impact Expected,UBS Consumption Indicator,1.93,2.26,
"Tue, Sep 25",3:00pm,EUR,High Impact Expected,German ifo Business Climate,104.2,105.0,105.8
"Tue, Sep 25",3:00pm,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.1%,0.1%,0.2%
"Tue, Sep 25",3:30pm,GBP,Low Impact Expected,Revised Business Investment q/q,0.4%,0.8%,0.8%
"Tue, Sep 25",4:00pm,EUR,Low Impact Expected,Italian Trade Balance,1.81B,1.42B,0.40B
"Tue, Sep 25",8:00pm,NZD,Low Impact Expected,Westpac Consumer Sentiment,113.5,111.4,
"Tue, Sep 25",8:00pm,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,-3.9%,-4.0%,-3.4%
"Tue, Sep 25",9:00pm,USD,High Impact Expected,CB Consumer Confidence,99.8,104.5,105.6
"Tue, Sep 25",9:00pm,USD,High Impact Expected,Existing Home Sales,5.50M,5.50M,5.75M
"Tue, Sep 25",9:00pm,USD,Low Impact Expected,Richmond Manufacturing Index,14,5,7
"Wed, Sep 26",5:45am,NZD,High Impact Expected,Trade Balance,-945M,-903M,-813M
"Wed, Sep 26",6:50am,JPY,Low Impact Expected,Trade Balance,1.14T,0.74T,0.88T
"Wed, Sep 26",7:00am,AUD,Low Impact Expected,CB Leading Index m/m,0.3%,0.4%,
"Wed, Sep 26",1:00pm,EUR,Low Impact Expected,German GfK Consumer Climate,6.8,7.0,7.4
"Wed, Sep 26",3:30pm,GBP,High Impact Expected,Current Account,-9.1B,-11.5B,-10.6B
"Wed, Sep 26",3:30pm,GBP,Medium Impact Expected,BOE Credit Conditions Survey,,,
"Wed, Sep 26",3:30pm,GBP,Low Impact Expected,Final GDP q/q,0.8%,0.8%,0.8%
"Wed, Sep 26",4:30pm,CHF,Medium Impact Expected,KOF Economic Barometer,2.14,2.00,2.12
"Wed, Sep 26",7:30pm,USD,High Impact Expected,Core Durable Goods Orders m/m,-1.8%,-1.0%,3.4%
"Wed, Sep 26",7:30pm,USD,Medium Impact Expected,Durable Goods Orders m/m,-4.9%,-3.8%,6.1%
"Wed, Sep 26",9:30pm,USD,Medium Impact Expected,Crude Oil Inventories,1.8M,-2.1M,-3.9M
"Thu, Sep 27",5:45am,NZD,Medium Impact Expected,Building Consents m/m,5.8%,-15.5%,
"Thu, Sep 27",10:00am,NZD,Medium Impact Expected,ANZ Business Confidence,-26.5,-33.8,
"Thu, Sep 27",1:00pm,GBP,Medium Impact Expected,Nationwide HPI m/m,0.7%,0.3%,0.6%
"Thu, Sep 27",All Day,EUR,Medium Impact Expected,German Prelim CPI m/m,0.2%,0.0%,-0.1%
"Thu, Sep 27",2:55pm,EUR,Medium Impact Expected,German Unemployment Change,-59K,-55K,-26K
"Thu, Sep 27",3:00pm,EUR,Low Impact Expected,M3 Money Supply y/y,11.6%,11.7%,11.7%
"Thu, Sep 27",3:00pm,EUR,Low Impact Expected,Private Loans y/y,11.2%,11.2%,11.0%
"Thu, Sep 27",3:00pm,EUR,Low Impact Expected,Retail PMI,50.5,51.0,
"Thu, Sep 27",3:30pm,GBP,Medium Impact Expected,High Street Lending,61.1K,67.0K,
"Thu, Sep 27",3:30pm,GBP,Low Impact Expected,Index of Services 3m/3m,1.0%,0.8%,0.9%
"Thu, Sep 27",4:00pm,CHF,Low Impact Expected,SNB Quarterly Bulletin,,,
"Thu, Sep 27",4:31pm,EUR,Low Impact Expected,Italian 10-y Bond Auction,4.66|1.4,4.55|1.3,
"Thu, Sep 27",5:00pm,GBP,Medium Impact Expected,CBI Realized Sales,12,11,15
"Thu, Sep 27",7:30pm,USD,Medium Impact Expected,Final GDP q/q,3.8%,3.9%,4.0%
"Thu, Sep 27",7:30pm,USD,Medium Impact Expected,Unemployment Claims,298K,315K,313K
"Thu, Sep 27",7:30pm,USD,Low Impact Expected,Final GDP Price Index q/q,2.6%,2.7%,2.7%
"Thu, Sep 27",9:00pm,USD,High Impact Expected,New Home Sales,795K,825K,867K
"Thu, Sep 27",9:30pm,USD,Low Impact Expected,Natural Gas Storage,74B,73B,63B
"Thu, Sep 27",9:55pm,GBP,Medium Impact Expected,MPC Member Blanchflower Speaks,,,
"Thu, Sep 27",10:30pm,AUD,Medium Impact Expected,RBA Deputy Gov Lowe Speaks,,,
"Fri, Sep 28",5:45am,NZD,High Impact Expected,GDP q/q,0.7%,0.5%,1.2%
"Fri, Sep 28",6:00am,USD,Medium Impact Expected,FOMC Member Mishkin Speaks,,,
"Fri, Sep 28",6:30am,JPY,Medium Impact Expected,Tokyo Core CPI y/y,-0.1%,0.0%,0.0%
"Fri, Sep 28",6:30am,JPY,Low Impact Expected,Final Manufacturing PMI,49.8,49.6,
"Fri, Sep 28",6:30am,JPY,Low Impact Expected,Household Spending y/y,1.6%,1.1%,-0.1%
"Fri, Sep 28",6:30am,JPY,Low Impact Expected,National Core CPI y/y,-0.1%,-0.1%,-0.1%
"Fri, Sep 28",6:30am,JPY,Low Impact Expected,Unemployment Rate,3.6%,3.6%,3.6%
"Fri, Sep 28",6:50am,JPY,Medium Impact Expected,Prelim Industrial Production m/m,3.4%,3.0%,-0.4%
"Fri, Sep 28",6:50am,JPY,Medium Impact Expected,Retail Sales y/y,0.5%,-0.5%,-2.3%
"Fri, Sep 28",7:00am,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.2%,0.5%,
"Fri, Sep 28",8:30am,AUD,Medium Impact Expected,Private Sector Credit m/m,1.5%,1.0%,1.1%
"Fri, Sep 28",12:00pm,JPY,Low Impact Expected,Housing Starts y/y,-43.3%,-16.0%,-23.4%
"Fri, Sep 28",1:00pm,EUR,Medium Impact Expected,German Retail Sales m/m,-1.4%,0.4%,0.6%
"Fri, Sep 28",4:00pm,EUR,Medium Impact Expected,CPI Flash Estimate y/y,2.1%,2.0%,1.7%
"Fri, Sep 28",4:00pm,EUR,Low Impact Expected,Consumer Confidence,-5,-4,-4
"Fri, Sep 28",4:00pm,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.0%,0.1%,0.2%
"Fri, Sep 28",4:30pm,GBP,Low Impact Expected,GfK Consumer Confidence,-7,-5,-4
"Fri, Sep 28",7:30pm,CAD,High Impact Expected,GDP m/m,0.2%,0.4%,0.2%
"Fri, Sep 28",7:30pm,CAD,Medium Impact Expected,RMPI m/m,-2.8%,-0.9%,4.0%
"Fri, Sep 28",7:30pm,CAD,Low Impact Expected,IPPI m/m,-1.0%,-0.5%,-0.7%
"Fri, Sep 28",7:30pm,USD,High Impact Expected,Core PCE Price Index m/m,0.1%,0.1%,0.1%
"Fri, Sep 28",7:30pm,USD,Medium Impact Expected,Personal Spending m/m,0.6%,0.4%,0.4%
"Fri, Sep 28",7:30pm,USD,Low Impact Expected,Personal Income m/m,0.3%,0.4%,0.5%
"Fri, Sep 28",8:45pm,USD,Medium Impact Expected,Chicago PMI,54.2,53.5,53.8
"Fri, Sep 28",9:00pm,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,83.4,83.9,83.8
"Fri, Sep 28",9:00pm,USD,Low Impact Expected,Construction Spending m/m,0.2%,-0.2%,-0.5%
"Fri, Sep 28",9:00pm,USD,Low Impact Expected,Revised UoM Inflation Expectations,3.1%,3.1%,
"Sat, Sep 29",12:15am,USD,Medium Impact Expected,FOMC Member Mishkin Speaks,,,
"Sat, Sep 29",9:00pm,NZD,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Sep 30",1:00am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Sun, Sep 30",9:30pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
