Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Oct 25",9:00am,CNY,High Impact Expected,GDP q/y,11.5%,11.5%,11.9%
"Thu, Oct 25",9:00am,CNY,High Impact Expected,Industrial Production y/y,18.9%,17.4%,17.5%
"Thu, Oct 25",9:00am,CNY,Medium Impact Expected,CPI y/y,6.2%,6.4%,6.5%
"Thu, Oct 25",9:00am,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,26.4%,26.6%,26.7%
"Thu, Oct 25",9:00am,CNY,Medium Impact Expected,NBS Press Conference,,,
"Thu, Oct 25",9:00am,CNY,Medium Impact Expected,PPI y/y,2.7%,2.7%,2.6%
"Thu, Oct 25",9:00am,CNY,Low Impact Expected,Retail Sales y/y,17.0%,17.2%,17.1%
"Thu, Oct 25",1:00pm,EUR,Low Impact Expected,German Import Prices m/m,0.6%,0.4%,-0.7%
"Thu, Oct 25",3:00pm,EUR,High Impact Expected,German ifo Business Climate,103.9,103.7,104.2
"Thu, Oct 25",3:30pm,GBP,Medium Impact Expected,High Street Lending,52.7K,61.1K,
"Thu, Oct 25",7:30pm,USD,High Impact Expected,Core Durable Goods Orders m/m,0.3%,0.7%,0.1%
"Thu, Oct 25",7:30pm,USD,Medium Impact Expected,Durable Goods Orders m/m,-1.7%,1.6%,-5.3%
"Thu, Oct 25",7:30pm,USD,Medium Impact Expected,Unemployment Claims,331K,320K,339K
"Thu, Oct 25",9:00pm,USD,High Impact Expected,New Home Sales,770K,770K,735K
"Thu, Oct 25",9:30pm,USD,Low Impact Expected,Natural Gas Storage,68B,54B,39B
"Thu, Oct 25",11:00pm,CHF,Medium Impact Expected,Gov Board Member Hildebrand Speaks,,,
"Fri, Oct 26",6:30am,JPY,Medium Impact Expected,Tokyo Core CPI y/y,0.0%,0.0%,-0.1%
"Fri, Oct 26",6:30am,JPY,Low Impact Expected,National Core CPI y/y,-0.1%,-0.1%,-0.1%
"Fri, Oct 26",6:50am,JPY,Medium Impact Expected,Prelim Industrial Production m/m,-1.4%,-1.3%,3.5%
"Fri, Oct 26",7:00am,AUD,Low Impact Expected,CB Leading Index m/m,0.7%,0.4%,
"Fri, Oct 26",1:00pm,EUR,Low Impact Expected,German GfK Consumer Climate,4.9,6.6,6.7
"Fri, Oct 26",2:15pm,CHF,Medium Impact Expected,PPI m/m,-0.3%,0.3%,0.3%
"Fri, Oct 26",3:00pm,EUR,Low Impact Expected,M3 Money Supply y/y,11.3%,11.5%,11.6%
"Fri, Oct 26",3:00pm,EUR,Low Impact Expected,Private Loans y/y,11.0%,11.1%,11.2%
"Fri, Oct 26",3:00pm,EUR,Low Impact Expected,Spanish Unemployment Rate,8.0%,8.0%,8.0%
"Fri, Oct 26",9:00pm,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,80.9,82.0,82.0
"Fri, Oct 26",9:00pm,USD,Low Impact Expected,Revised UoM Inflation Expectations,3.1%,3.0%,
"Sat, Oct 27",3:15am,USD,Medium Impact Expected,FOMC Member Mishkin Speaks,,,
"Sat, Oct 27",11:00pm,AUD,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Oct 28",9:00am,CHF,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Oct 28",9:00am,EUR,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Oct 28",9:00am,GBP,Non-Economic,Daylight Saving Time Shift,,,
"Mon, Oct 29",4:45am,NZD,High Impact Expected,Trade Balance,-544M,-712M,-946M
"Mon, Oct 29",6:50am,JPY,Medium Impact Expected,Retail Sales y/y,0.5%,-0.6%,0.5%
"Mon, Oct 29",7:30am,AUD,Medium Impact Expected,NAB Quarterly Business Confidence,9,12,
"Mon, Oct 29",4:30pm,GBP,Low Impact Expected,Mortgage Approvals,102K,103K,108K
"Mon, Oct 29",4:30pm,GBP,Low Impact Expected,Net Lending to Individuals m/m,11.2B,9.3B,9.6B
"Tue, Oct 30",4:45am,NZD,Medium Impact Expected,Building Consents m/m,-8.3%,5.2%,
"Tue, Oct 30",6:30am,JPY,Low Impact Expected,Household Spending y/y,3.2%,1.2%,1.6%
"Tue, Oct 30",6:30am,JPY,Low Impact Expected,Unemployment Rate,4.0%,3.8%,3.8%
"Tue, Oct 30",3:00pm,EUR,Low Impact Expected,Retail PMI,47.9,50.5,
"Tue, Oct 30",All Day,EUR,Medium Impact Expected,German Prelim CPI m/m,0.2%,0.1%,0.1%
"Tue, Oct 30",3:55pm,EUR,Medium Impact Expected,German Unemployment Change,-39K,-42K,-59K
"Tue, Oct 30",4:00pm,CHF,Medium Impact Expected,UBS Consumption Indicator,1.99,1.95,
"Tue, Oct 30",6:17pm,EUR,Low Impact Expected,Italian 10-y Bond Auction,4.47|1.5,4.66|1.4,
"Tue, Oct 30",7:30pm,CAD,Medium Impact Expected,RMPI m/m,-0.9%,0.7%,-2.9%
"Tue, Oct 30",7:30pm,CAD,Low Impact Expected,IPPI m/m,-0.9%,-0.3%,-0.9%
"Tue, Oct 30",8:00pm,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,-4.4%,-4.2%,-3.8%
"Tue, Oct 30",9:00pm,USD,High Impact Expected,CB Consumer Confidence,95.6,99.0,99.5
"Wed, Oct 31",1:00am,GBP,Medium Impact Expected,MPC Member Blanchflower Speaks,,,
"Wed, Oct 31",6:15am,JPY,Low Impact Expected,Final Manufacturing PMI,49.5,49.8,
"Wed, Oct 31",7:10am,AUD,Medium Impact Expected,HIA New Home Sales m/m,9.9%,-8.6%,
"Wed, Oct 31",7:30am,AUD,High Impact Expected,Building Approvals m/m,6.8%,0.9%,-1.8%
"Wed, Oct 31",7:30am,AUD,Medium Impact Expected,Private Sector Credit m/m,1.2%,1.0%,1.4%
"Wed, Oct 31",8:30am,JPY,Low Impact Expected,Average Cash Earnings y/y,-0.5%,0.2%,0.6%
"Wed, Oct 31",9:00am,NZD,Medium Impact Expected,ANZ Business Confidence,-12.9,-26.5,
"Wed, Oct 31",10:43am,JPY,Medium Impact Expected,Overnight Call Rate,0.50%,0.50%,0.50%
"Wed, Oct 31",12:00pm,JPY,Low Impact Expected,Housing Starts y/y,-44.0%,-32.0%,-43.3%
"Wed, Oct 31",1:00pm,JPY,Medium Impact Expected,BOJ Outlook Report,,,
"Wed, Oct 31",2:00pm,EUR,Medium Impact Expected,German Retail Sales m/m,2.3%,0.8%,-1.6%
"Wed, Oct 31",2:00pm,GBP,Medium Impact Expected,Nationwide HPI m/m,1.1%,0.2%,0.7%
"Wed, Oct 31",2:27pm,JPY,High Impact Expected,BOJ Press Conference,,,
"Wed, Oct 31",5:00pm,EUR,Medium Impact Expected,CPI Flash Estimate y/y,2.6%,2.3%,2.1%
"Wed, Oct 31",5:00pm,EUR,Low Impact Expected,Consumer Confidence,-6,-5,-6
"Wed, Oct 31",5:00pm,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.4%,0.1%,0.0%
"Wed, Oct 31",5:00pm,EUR,Low Impact Expected,Unemployment Rate,7.3%,6.9%,7.4%
"Wed, Oct 31",5:30pm,CHF,Medium Impact Expected,KOF Economic Barometer,2.02,2.10,2.04
"Wed, Oct 31",5:30pm,CHF,Medium Impact Expected,SNB Chairman Roth Speaks,,,
"Wed, Oct 31",5:30pm,GBP,Low Impact Expected,GfK Consumer Confidence,-8,-7,-7
"Wed, Oct 31",7:15pm,USD,Medium Impact Expected,ADP Non-Farm Employment Change,106K,60K,61K
"Wed, Oct 31",7:30pm,CAD,High Impact Expected,GDP m/m,0.2%,0.1%,0.2%
"Wed, Oct 31",7:30pm,USD,High Impact Expected,Advance GDP q/q,3.9%,3.1%,3.8%
"Wed, Oct 31",7:30pm,USD,Medium Impact Expected,Advance GDP Price Index q/q,0.8%,2.0%,2.6%
"Wed, Oct 31",7:30pm,USD,Medium Impact Expected,Employment Cost Index q/q,0.8%,0.9%,0.9%
"Wed, Oct 31",8:45pm,USD,Medium Impact Expected,Chicago PMI,49.7,53.0,54.2
"Wed, Oct 31",9:00pm,USD,Low Impact Expected,Construction Spending m/m,0.3%,-0.4%,-0.2%
"Wed, Oct 31",9:30pm,USD,Medium Impact Expected,Crude Oil Inventories,-3.9M,0.4M,-5.3M
