Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Fri, Jan 26",6:30am,JPY,Low Impact Expected,National Core CPI y/y,0.1%,0.2%,0.2%
"Fri, Jan 26",6:50am,JPY,Low Impact Expected,SPPI y/y,0.2%,-0.1%,-0.1%
"Fri, Jan 26",2:00pm,EUR,Low Impact Expected,German Import Prices m/m,-0.3%,0.1%,-0.4%
"Fri, Jan 26",3:00pm,EUR,Low Impact Expected,Spanish Unemployment Rate,8.3%,8.2%,8.2%
"Fri, Jan 26",4:00pm,CHF,Medium Impact Expected,UBS Consumption Indicator,1.90,1.89,
"Fri, Jan 26",4:00pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Fri, Jan 26",4:00pm,EUR,Low Impact Expected,M3 Money Supply y/y,9.7%,9.2%,9.3%
"Fri, Jan 26",4:00pm,EUR,Low Impact Expected,Private Loans y/y,10.7%,10.9%,11.2%
"Fri, Jan 26",Day 3,All,Medium Impact Expected,WEF Annual Meetings,,,
"Fri, Jan 26",4:30pm,GBP,Medium Impact Expected,High Street Lending,45.5K,78.7K,
"Fri, Jan 26",8:30pm,USD,High Impact Expected,Core Durable Goods Orders m/m,2.3%,0.5%,-1.0%
"Fri, Jan 26",8:30pm,USD,Medium Impact Expected,Durable Goods Orders m/m,3.1%,3.2%,2.2%
"Fri, Jan 26",10:00pm,USD,High Impact Expected,New Home Sales,1120K,1050K,1069K
"Sat, Jan 27",Day 4,All,Medium Impact Expected,WEF Annual Meetings,,,
"Sun, Jan 28",Day 5,All,Medium Impact Expected,WEF Annual Meetings,,,
"Mon, Jan 29",6:50am,JPY,Medium Impact Expected,Retail Sales y/y,-0.3%,-0.6%,-0.2%
"Mon, Jan 29",7:30am,AUD,Medium Impact Expected,NAB Quarterly Business Confidence,4,2,
"Mon, Jan 29",All Day,EUR,Low Impact Expected,Eurogroup Meetings,,,
"Mon, Jan 29",6:00pm,GBP,Medium Impact Expected,CBI Realized Sales,30,18,25
"Tue, Jan 30",4:45am,NZD,Medium Impact Expected,Building Consents m/m,-4.9%,-11.6%,
"Tue, Jan 30",6:30am,JPY,Low Impact Expected,Household Spending y/y,-1.9%,-1.2%,-0.7%
"Tue, Jan 30",6:30am,JPY,Low Impact Expected,Unemployment Rate,4.1%,4.0%,4.0%
"Tue, Jan 30",6:50am,JPY,Medium Impact Expected,Prelim Industrial Production m/m,0.7%,0.4%,0.8%
"Tue, Jan 30",7:30am,AUD,Low Impact Expected,NAB Business Confidence,4,6,
"Tue, Jan 30",2:00pm,GBP,Medium Impact Expected,Nationwide HPI m/m,0.3%,0.8%,1.2%
"Tue, Jan 30",All Day,EUR,Medium Impact Expected,German Prelim CPI m/m,-0.2%,0.2%,0.8%
"Tue, Jan 30",4:00pm,EUR,Low Impact Expected,Retail PMI,47.9,52.1,
"Tue, Jan 30",All Day,EUR,Low Impact Expected,ECOFIN Meetings,,,
"Tue, Jan 30",4:30pm,GBP,Low Impact Expected,Mortgage Approvals,113K,122K,129K
"Tue, Jan 30",4:30pm,GBP,Low Impact Expected,Net Lending to Individuals m/m,11.6B,10.6B,11.2B
"Tue, Jan 30",5:18pm,EUR,Low Impact Expected,Italian 10-y Bond Auction,4.29|1.3,4.17|1.5,
"Tue, Jan 30",8:30pm,CAD,Low Impact Expected,IPPI m/m,1.4%,0.5%,0.0%
"Tue, Jan 30",8:30pm,CAD,Low Impact Expected,RMPI m/m,5.2%,0.4%,0.9%
"Tue, Jan 30",9:00pm,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,1.7%,1.6%,2.9%
"Tue, Jan 30",10:00pm,USD,High Impact Expected,CB Consumer Confidence,110.3,110.5,110.0
"Wed, Jan 31",4:45am,NZD,High Impact Expected,Trade Balance,-433M,-422M,-806M
"Wed, Jan 31",6:30am,JPY,Low Impact Expected,Final Manufacturing PMI,53.4,53.1,
"Wed, Jan 31",7:20am,AUD,Medium Impact Expected,HIA New Home Sales m/m,6.0%,-5.3%,
"Wed, Jan 31",7:30am,AUD,Medium Impact Expected,Private Sector Credit m/m,0.9%,1.0%,1.1%
"Wed, Jan 31",8:30am,JPY,Low Impact Expected,Average Cash Earnings y/y,-0.6%,0.5%,0.2%
"Wed, Jan 31",12:00pm,JPY,Low Impact Expected,Housing Starts y/y,10.2%,9.0%,4.0%
"Wed, Jan 31",2:00pm,EUR,Medium Impact Expected,German Retail Sales m/m,2.4%,1.2%,-0.7%
"Wed, Jan 31",3:55pm,EUR,Medium Impact Expected,German Unemployment Change,-70K,-80K,-96K
"Wed, Jan 31",5:00pm,EUR,Low Impact Expected,Consumer Confidence,-7,-6,-6
"Wed, Jan 31",5:00pm,EUR,Low Impact Expected,CPI Flash Estimate y/y,1.9%,2.1%,1.9%
"Wed, Jan 31",5:00pm,EUR,Low Impact Expected,Unemployment Rate,7.5%,7.6%,7.6%
"Wed, Jan 31",5:30pm,CHF,Medium Impact Expected,KOF Economic Barometer,1.71,1.55,1.75
"Wed, Jan 31",5:30pm,GBP,Low Impact Expected,GfK Consumer Confidence,-7,-8,-8
"Wed, Jan 31",8:15pm,USD,Medium Impact Expected,ADP Non-Farm Employment Change,152K,135K,147K
"Wed, Jan 31",8:30pm,CAD,High Impact Expected,GDP m/m,0.2%,0.3%,0.0%
"Wed, Jan 31",8:30pm,USD,High Impact Expected,Advance GDP q/q,3.5%,3.0%,2.0%
"Wed, Jan 31",8:30pm,USD,Medium Impact Expected,Advance GDP Price Index q/q,1.5%,1.7%,1.9%
"Wed, Jan 31",8:30pm,USD,Medium Impact Expected,Employment Cost Index q/q,0.8%,1.0%,1.0%
"Wed, Jan 31",9:45pm,USD,Medium Impact Expected,Chicago PMI,48.8,52.0,52.4
"Wed, Jan 31",10:00pm,USD,Low Impact Expected,Construction Spending m/m,-0.4%,-0.1%,0.1%
"Wed, Jan 31",10:30pm,USD,Low Impact Expected,Crude Oil Inventories,2.7M,1.4M,0.7M
