Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Mar 28",7:30pm,CAD,High Impact Expected,GDP m/m,,,
"Thu, Mar 28",7:30pm,USD,High Impact Expected,Final GDP q/q,,,
"Thu, Mar 28",7:30pm,USD,High Impact Expected,Unemployment Claims,,,
"Thu, Mar 28",7:30pm,USD,Medium Impact Expected,Final GDP Price Index q/q,,,
"Thu, Mar 28",8:45pm,USD,Medium Impact Expected,Chicago PMI,,,
"Thu, Mar 28",9:00pm,USD,High Impact Expected,Revised UoM Consumer Sentiment,,,
"Thu, Mar 28",9:00pm,USD,Medium Impact Expected,Pending Home Sales m/m,,,
"Thu, Mar 28",9:00pm,USD,Low Impact Expected,Revised UoM Inflation Expectations,,,
"Thu, Mar 28",9:30pm,USD,Low Impact Expected,Natural Gas Storage,,,
"Fri, Mar 29",All Day,NZD,Non-Economic,Bank Holiday,,,
"Fri, Mar 29",All Day,AUD,Non-Economic,Bank Holiday,,,
"Fri, Mar 29",6:30am,JPY,Medium Impact Expected,Tokyo Core CPI y/y,,,
"Fri, Mar 29",6:30am,JPY,Low Impact Expected,Unemployment Rate,,,
"Fri, Mar 29",6:50am,JPY,Low Impact Expected,Prelim Industrial Production m/m,,,
"Fri, Mar 29",6:50am,JPY,Low Impact Expected,Retail Sales y/y,,,
"Fri, Mar 29",8:30am,CNY,High Impact Expected,Manufacturing PMI,,,
"Fri, Mar 29",8:30am,CNY,Medium Impact Expected,Non-Manufacturing PMI,,,
"Fri, Mar 29",12:00pm,JPY,Low Impact Expected,Housing Starts y/y,,,
"Fri, Mar 29",All Day,CHF,Non-Economic,Bank Holiday,,,
"Fri, Mar 29",1:00pm,EUR,Low Impact Expected,German Retail Sales m/m,,,
"Fri, Mar 29",All Day,EUR,Non-Economic,German Bank Holiday,,,
"Fri, Mar 29",1:30pm,CHF,Low Impact Expected,Retail Sales y/y,,,
"Fri, Mar 29",1:45pm,EUR,Low Impact Expected,French Consumer Spending m/m,,,
"Fri, Mar 29",All Day,GBP,Non-Economic,Bank Holiday,,,
"Fri, Mar 29",All Day,CAD,Non-Economic,Bank Holiday,,,
"Fri, Mar 29",7:30pm,USD,High Impact Expected,Core PCE Price Index m/m,,,
"Fri, Mar 29",7:30pm,USD,Low Impact Expected,Goods Trade Balance,,,
"Fri, Mar 29",7:30pm,USD,Low Impact Expected,Personal Income m/m,,,
"Fri, Mar 29",7:30pm,USD,Low Impact Expected,Personal Spending m/m,,,
"Fri, Mar 29",7:30pm,USD,Low Impact Expected,Prelim Wholesale Inventories m/m,,,
"Sun, Mar 31",8:00am,CHF,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Mar 31",8:00am,EUR,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Mar 31",8:00am,GBP,Non-Economic,Daylight Saving Time Shift,,,
