Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Jan 24",9:00am,NZD,Low Impact Expected,Credit Card Spending y/y,7.6%,9.5%,
"Thu, Jan 24",4:00pm,EUR,High Impact Expected,German ifo Business Climate,103.4,102.3,103.0
"Thu, Jan 24",Day 2,All,Medium Impact Expected,WEF Annual Meetings,,,
"Thu, Jan 24",4:30pm,GBP,Medium Impact Expected,High Street Lending,42.1K,43.9K,
"Thu, Jan 24",8:30pm,USD,High Impact Expected,Unemployment Claims,301K,320K,302K
"Thu, Jan 24",9:00pm,EUR,Medium Impact Expected,Belgian NBB Business Climate,-0.8,-2.5,-1.9
"Thu, Jan 24",10:00pm,USD,High Impact Expected,Existing Home Sales,4.89M,4.95M,5.00M
"Thu, Jan 24",10:30pm,CAD,High Impact Expected,BOC Monetary Policy Report,,,
"Thu, Jan 24",10:30pm,USD,Low Impact Expected,Crude Oil Inventories,2.3M,1.5M,4.3M
"Thu, Jan 24",10:30pm,USD,Low Impact Expected,Natural Gas Storage,-155B,-159B,-59B
"Thu, Jan 24",11:15pm,CAD,High Impact Expected,BOC Press Conference,,,
"Thu, Jan 24",11:20pm,USD,Low Impact Expected,Treasury Sec Paulson Speaks,,,
"Thu, Jan 24",11:35pm,EUR,High Impact Expected,ECB President Trichet Speaks,,,
"Fri, Jan 25",6:00am,AUD,Low Impact Expected,CB Leading Index m/m,0.8%,1.1%,
"Fri, Jan 25",6:30am,JPY,Medium Impact Expected,Tokyo Core CPI y/y,0.4%,0.3%,0.3%
"Fri, Jan 25",6:30am,JPY,Low Impact Expected,National Core CPI y/y,0.8%,0.6%,0.4%
"Fri, Jan 25",6:30am,NZD,Medium Impact Expected,RBNZ Gov Bollard Speaks,,,
"Fri, Jan 25",6:50am,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
"Fri, Jan 25",2:00pm,EUR,Low Impact Expected,German GfK Consumer Climate,4.5,4.3,4.5
"Fri, Jan 25",2:00pm,EUR,Low Impact Expected,German Import Prices m/m,-0.1%,0.0%,0.7%
"Fri, Jan 25",3:00pm,EUR,Low Impact Expected,Spanish Unemployment Rate,8.6%,8.3%,8.0%
"Fri, Jan 25",4:00pm,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.3%,0.1%,0.4%
"Fri, Jan 25",Day 3,All,Medium Impact Expected,WEF Annual Meetings,,,
"Fri, Jan 25",7:00pm,CAD,High Impact Expected,Core CPI m/m,-0.3%,-0.1%,0.0%
"Fri, Jan 25",7:00pm,CAD,Medium Impact Expected,CPI m/m,0.1%,0.1%,0.3%
"Sat, Jan 26",Day 4,All,Medium Impact Expected,WEF Annual Meetings,,,
"Sun, Jan 27",Day 5,All,Medium Impact Expected,WEF Annual Meetings,,,
"Mon, Jan 28",All Day,AUD,Non-Economic,Bank Holiday,,,
"Mon, Jan 28",6:50am,JPY,Low Impact Expected,SPPI y/y,1.4%,1.4%,1.4%
"Mon, Jan 28",4:00pm,EUR,Low Impact Expected,M3 Money Supply y/y,11.5%,12.3%,12.3%
"Mon, Jan 28",4:00pm,EUR,Low Impact Expected,Private Loans y/y,11.1%,11.3%,11.1%
"Mon, Jan 28",10:00pm,USD,High Impact Expected,New Home Sales,604K,645K,634K
"Tue, Jan 29",6:30am,JPY,Low Impact Expected,Household Spending y/y,2.2%,-0.2%,-0.6%
"Tue, Jan 29",6:30am,JPY,Low Impact Expected,Unemployment Rate,3.8%,3.9%,3.8%
"Tue, Jan 29",6:50am,JPY,Medium Impact Expected,Retail Sales y/y,0.2%,0.0%,1.6%
"Tue, Jan 29",7:30am,AUD,Low Impact Expected,NAB Business Confidence,5,6,
"Tue, Jan 29",9:00am,USD,Low Impact Expected,President Bush Speaks,,,
"Tue, Jan 29",2:15pm,CHF,Low Impact Expected,Trade Balance,0.20B,0.95B,1.81B
"Tue, Jan 29",4:00pm,CHF,Medium Impact Expected,UBS Consumption Indicator,2.20,2.20,
"Tue, Jan 29",4:00pm,EUR,Low Impact Expected,Current Account,0.7B,1.0B,3.1B
"Tue, Jan 29",6:00pm,GBP,High Impact Expected,CBI Realized Sales,4,6,8
"Tue, Jan 29",8:30pm,USD,High Impact Expected,Core Durable Goods Orders m/m,2.6%,0.0%,-0.4%
"Tue, Jan 29",8:30pm,USD,Medium Impact Expected,Durable Goods Orders m/m,5.2%,1.9%,0.5%
"Tue, Jan 29",9:00pm,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,-7.7%,-7.0%,-6.1%
"Tue, Jan 29",10:00pm,USD,High Impact Expected,CB Consumer Confidence,87.9,87.0,90.6
"Wed, Jan 30",4:45am,NZD,Medium Impact Expected,Building Consents m/m,-5.2%,0.0%,
"Wed, Jan 30",6:50am,JPY,Medium Impact Expected,Prelim Industrial Production m/m,1.4%,2.0%,-1.6%
"Wed, Jan 30",4:00pm,EUR,Low Impact Expected,Retail PMI,48.1,46.0,
"Wed, Jan 30",4:30pm,GBP,Low Impact Expected,Mortgage Approvals,73K,80K,81K
"Wed, Jan 30",4:30pm,GBP,Low Impact Expected,Net Lending to Individuals m/m,9.1B,8.5B,9.2B
"Wed, Jan 30",5:27pm,EUR,Low Impact Expected,Italian 10-y Bond Auction,4.31|1.5,4.62|1.3,
"Wed, Jan 30",5:30pm,CHF,Medium Impact Expected,KOF Economic Barometer,1.70,1.95,1.84
"Wed, Jan 30",8:15pm,USD,High Impact Expected,ADP Non-Farm Employment Change,130K,40K,37K
"Wed, Jan 30",8:30pm,USD,High Impact Expected,Advance GDP q/q,0.6%,1.2%,4.9%
"Wed, Jan 30",8:30pm,USD,Medium Impact Expected,Advance GDP Price Index q/q,2.6%,2.6%,1.0%
"Wed, Jan 30",10:30pm,USD,Low Impact Expected,Crude Oil Inventories,3.6M,2.0M,2.3M
"Thu, Jan 31",2:15am,USD,High Impact Expected,Federal Funds Rate,3.00%,3.00%,3.50%
"Thu, Jan 31",2:15am,USD,High Impact Expected,FOMC Statement,,,
"Thu, Jan 31",3:30am,CAD,Low Impact Expected,Gov Council Member Jenkins Speaks,,,
"Thu, Jan 31",4:45am,NZD,High Impact Expected,Trade Balance,33M,-352M,-628M
"Thu, Jan 31",6:15am,JPY,Low Impact Expected,Final Manufacturing PMI,52.3,52.3,
"Thu, Jan 31",7:20am,AUD,Medium Impact Expected,HIA New Home Sales m/m,-1.3%,-2.6%,
"Thu, Jan 31",7:30am,AUD,Medium Impact Expected,Private Sector Credit m/m,1.1%,1.2%,1.7%
"Thu, Jan 31",8:30am,JPY,Low Impact Expected,Average Cash Earnings y/y,-1.9%,-0.1%,0.1%
"Thu, Jan 31",12:00pm,JPY,Low Impact Expected,Housing Starts y/y,-19.2%,-19.0%,-27.0%
"Thu, Jan 31",2:00pm,EUR,Medium Impact Expected,German Retail Sales m/m,-0.1%,1.6%,-1.9%
"Thu, Jan 31",2:00pm,GBP,High Impact Expected,Nationwide HPI m/m,-0.1%,-0.4%,-0.4%
"Thu, Jan 31",All Day,EUR,Medium Impact Expected,German Prelim CPI m/m,-0.3%,-0.3%,0.5%
"Thu, Jan 31",3:55pm,EUR,Medium Impact Expected,German Unemployment Change,-86K,-86K,-70K
"Thu, Jan 31",5:00pm,EUR,Medium Impact Expected,CPI Flash Estimate y/y,3.2%,3.1%,3.1%
"Thu, Jan 31",5:00pm,EUR,Low Impact Expected,Consumer Confidence,-12,-10,-9
"Thu, Jan 31",5:00pm,EUR,Low Impact Expected,Unemployment Rate,7.2%,7.1%,7.2%
"Thu, Jan 31",5:30pm,GBP,Low Impact Expected,GfK Consumer Confidence,-13,-15,-14
"Thu, Jan 31",8:30pm,CAD,High Impact Expected,GDP m/m,0.1%,0.2%,0.2%
"Thu, Jan 31",8:30pm,USD,Medium Impact Expected,Core PCE Price Index m/m,0.2%,0.2%,0.2%
"Thu, Jan 31",8:30pm,USD,Medium Impact Expected,Employment Cost Index q/q,0.8%,0.8%,0.8%
"Thu, Jan 31",8:30pm,USD,Medium Impact Expected,Personal Spending m/m,0.2%,0.1%,1.0%
"Thu, Jan 31",8:30pm,USD,Medium Impact Expected,Unemployment Claims,375K,320K,306K
"Thu, Jan 31",8:30pm,USD,Low Impact Expected,Personal Income m/m,0.5%,0.4%,0.4%
"Thu, Jan 31",9:45pm,USD,Medium Impact Expected,Chicago PMI,51.5,52.1,56.6
"Thu, Jan 31",10:30pm,USD,Low Impact Expected,Natural Gas Storage,-274B,-257B,-155B
"Thu, Jan 31",11:00pm,CHF,Medium Impact Expected,Gov Board Member Jordan Speaks,,,
